,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,acousticness,popularity,playlist_name,duration_s
12,Kembe X,Kembe X,Caged Bird (Jager) [feat. Isaiah Rashad] [Bonus Track],5OriYHGbRdgJIxdxPeG3c5,0.751,0.518,2,-11.364,1,0.261,0,0.115,0.433,100.028,292827,4,0.587,16.0,Black,292.827
13,Ab-Soul,Do What Thou Wilt.,INvocation (feat. Kokane),55M3L1ea8PbyxVEpUPSvbt,0.457,0.64,4,-9.453,1,0.454,0,0.504,0.237,142.019,307959,4,0.178,30.0,Black,307.959
14,Isaiah Rashad,The Sun's Tirade,4r Da Squaw,71lyUtIPCMAYjTwwwxy2jW,0.667,0.523,10,-9.477,0,0.329,2.12e-05,0.137,0.409,143.934,232571,4,0.532,63.0,Black,232.571
15,Isaiah Rashad,The Sun's Tirade,Free Lunch,5FX89IUKm9QJT9ymrmyK4k,0.865,0.472,11,-7.359,0,0.237,5.39e-05,0.109,0.843,130.011,192029,4,0.223,61.0,Black,192.029
16,Isaiah Rashad,The Sun's Tirade,Park,5hqh0JUxRShhqdaxu7wlz5,0.856,0.632,7,-10.068,1,0.277,0,0.306,0.543,100.034,173291,4,0.17,52.0,Black,173.291
17,Big Sean,Halfway Off The Balcony,Halfway Off The Balcony,0325GnRiA0zsve4i3bNVs0,0.562,0.74,8,-8.371,1,0.245,0,0.125,0.149,125.119,230107,4,0.248,0.0,Black,230.107
18,Bas,Too High To Riot,Methylone,5ZG3rfELLkBKBlimrLFPCf,0.76,0.627,5,-6.387,0,0.215,0,0.145,0.189,144.042,162853,4,0.0316,44.0,Black,162.853
19,Kendrick Lamar,Black Panther The Album Music From And Inspired By,X (with 2 Chainz & Saudi),4LmAnpjlhWTahvRkYR8xJa,0.768,0.471,2,-8.406,1,0.259,0,0.268,0.405,131.023,267427,4,0.0201,68.0,Black,267.427
20,Ace Henderson,3K15,3K15 - Aston Martin Remix,38afsXmqkyi3ZtqiGChLxl,0.659,0.544,9,-14.838,1,0.18,0,0.118,0.683,85.927,245656,4,0.704,9.0,Black,245.656
21,Danny Brown,Atrocity Exhibition,Really Doe,6dHatCnuOb1TdBIeJTK3Y0,0.692,0.983,1,-3.469,1,0.29,0,0.21,0.792,75.992,319434,4,0.0417,58.0,Black,319.434
22,Amir Obe,None Of The Clocks Work,WISH YOU WELL,5TidpShGz6Jxsbx8fzKDlC,0.851,0.359,0,-8.335,1,0.0832,0,0.105,0.159,137.034,192600,4,0.0207,57.0,Black,192.6
23,2 Chainz,Pretty Girls Like Trap Music,Poor Fool,0NUv9KAJeJM6dndf1rXbU9,0.766,0.615,10,-4.227,0,0.0492,0.0601,0.167,0.167,129.973,221533,4,0.0225,47.0,Black,221.533
24,6LACK,FREE 6LACK,PRBLMS,2wf9bp4MkChojtljddWpbO,0.672,0.574,9,-4.663,1,0.0993,2.02e-06,0.18,0.106,103.019,246773,4,0.0303,0.0,Black,246.773
25,Various Artists,Trap Still Boomin' 3,Sky Fall,7p7pzSVr2zovan3m1m5hFm,0.652,0.69,11,-7.1,0,0.0574,0,0.257,0.249,98.451,318093,4,0.213,56.0,Black,318.093
26,Big Sean,Bounce Back,Bounce Back,206uaQyzb8kOiZ7rHw9wCn,0.788,0.516,1,-6.807,0,0.219,0,0.129,0.235,81.497,222400,4,0.1,0.0,Black,222.4
27,Big Sean,I Decided.,Jump Out The Window,1jQsKN68yE94tMYml0wHMd,0.747,0.704,1,-6.743,1,0.0986,0,0.131,0.494,136.936,213693,4,0.136,65.0,Black,213.693
28,Big Sean,Blessings (Extended Version),Blessings - Extended Version,4UaWrzY75h1tAvlxa4NKP9,0.645,0.606,10,-8.074,0,0.512,0,0.129,0.121,118.8,301960,4,0.292,56.0,Black,301.96
29,Logic,Bobby Tarantino II,Contra,7u90MSvVyEjL0c8icaE7jl,0.804,0.823,8,-5.837,1,0.0488,0,0.2,0.616,126.007,217147,4,0.104,55.0,Black,217.147
30,The Neighbourhood,The Love Collection,West Coast,4TaY35s44Bf6OQnRK4R8Y5,0.742,0.468,1,-6.356,1,0.108,0.00978,0.337,0.456,78.047,253520,4,0.162,58.0,Black,253.52
31,Gucci Mane,Droptopwop,Dance with the Devil,6RFGykMl5wP1gMPccCY9oB,0.77,0.478,7,-5.937,1,0.237,3.52e-05,0.112,0.194,174.102,264957,4,0.0727,50.0,Black,264.957
32,Isaiah Rashad,The Sun's Tirade,AA,66UI237YMw6AL6S72FGKND,0.73,0.512,3,-10.408,0,0.0469,0,0.333,0.513,96.002,210061,4,0.0261,49.0,Black,210.061
33,Isaiah Rashad,The Sun's Tirade,Dressed Like Rappers,5oO0BgiNJzi3Q13uIvizqN,0.416,0.52,6,-12.628,0,0.476,1.76e-06,0.594,0.486,78.794,206321,4,0.187,48.0,Black,206.321
34,Pusha T,Drug Dealers Anonymous,Drug Dealers Anonymous,1b6rmL3VXBgYTbn61kM8wT,0.558,0.864,11,-5.1,1,0.43,0,0.123,0.474,152.804,253787,4,0.318,58.0,Black,253.787
35,Chris King,Leonardo Di'Trappio,"Fuck Your Speakers (feat. Quan'ta, Trippie Redd)",7CS7b5AvsYRZ9MU1pOmnKZ,0.716,0.463,6,-11.151,0,0.446,0,0.124,0.609,76.807,247110,4,0.0492,25.0,Black,247.11
36,DJ ESCO,KOLORBLIND,Walk Thru (feat. Nas & Future),6bkSgfytOXAt8KvtAxLfe1,0.782,0.855,4,-3.315,0,0.382,0,0.0849,0.568,152.121,298863,4,0.211,26.0,Black,298.863
37,CZARFACE,Czarface Meets Metal Face,Badness of Madness,2SQ9NJnhD4vzgiezWgQ9sf,0.728,0.48,9,-11.779,1,0.356,0.000191,0.458,0.198,106.79,176896,5,0.0538,37.0,Black,176.896
38,Rich The Kid,The World Is Yours,Gargoyle (feat. Swae Lee & Offset),6pR8ChOYHGHmFFow0fryd1,0.871,0.478,1,-10.466,1,0.282,0.000425,0.0896,0.15,132.001,190210,4,0.085,0.0,Black,190.21
39,A$AP Mob,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)","RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",7d1bGFlDl9YwrYfEvBD6oR,0.852,0.677,8,-5.47,0,0.242,0,0.111,0.325,133.998,255413,4,0.471,27.0,Black,255.413
40,A$AP Mob,Wrong (feat. A$AP Rocky & A$AP Ferg),Wrong (feat. A$AP Rocky & A$AP Ferg),4ZfFLcsuQCk7GiChENoly9,0.734,0.743,9,-5.671,0,0.083,0.000378,0.0751,0.332,116.07,182365,4,0.563,47.0,Black,182.365
41,A$AP Rocky,AT.LONG.LAST.A$AP,Canal St. (feat. Bones),0rBMP6VVGRgwnzZCLpijyl,0.696,0.583,3,-9.351,0,0.301,0,0.0964,0.524,137.079,227427,4,0.308,66.0,Black,227.427
42,Ab-Soul,Do What Thou Wilt.,RAW (backwards) [feat. Zacari],3jiRlqa95xI1b42rDeLaRk,0.567,0.72,7,-7.285,1,0.34,0,0.344,0.431,142.899,285099,4,0.0844,35.0,Black,285.099
43,Ab-Soul,Do What Thou Wilt.,Braille (feat. Bas),1ysf0ZjAItXaAgAejGJZa6,0.609,0.538,2,-8.124,1,0.417,0,0.137,0.214,132.094,252373,4,0.0461,32.0,Black,252.373
44,Bas,Too High To Riot,Night Job,5q5MyfXey3ms6IyT6TYf5L,0.812,0.623,7,-7.002,1,0.343,0,0.111,0.199,119.883,194227,4,0.0611,60.0,Black,194.227
45,Big Sean,Double Or Nothing (& Metro Boomin),Who's Stopping Me (& Metro Boomin),7dHui7yOhsoj7HdWSuJTW7,0.664,0.552,7,-10.479,1,0.306,0,0.0757,0.763,99.721,213600,4,0.425,51.0,Black,213.6
46,Bryson Tiller,T R A P S O U L,Rambo,5RqsqQU0erB0OgLbwem6pU,0.634,0.562,10,-8.923,0,0.163,2.08e-06,0.11,0.307,181.014,223480,4,0.309,57.0,Black,223.48
47,Drake,Scary Hours,Diplomatic Immunity,5goGDc74vVREyN8al8CkPh,0.655,0.839,9,-5.076,0,0.443,0,0.308,0.55,74.867,255840,4,0.00534,0.0,Black,255.84
48,Dreezy,Spar (feat. 6LACK & Kodak Black),Spar (feat. 6LACK & Kodak Black),24lORMRGMv9sXpZJdN1PVm,0.878,0.676,6,-5.198,1,0.255,0,0.101,0.534,140.013,231194,4,0.257,52.0,Black,231.194
49,Felly,Young Fel,Desert Eagle (feat. GYYPS),5w3jub5KDtlZE6Jd45gRYn,0.656,0.407,7,-8.163,0,0.415,0,0.198,0.442,113.752,237480,4,0.192,0.0,Black,237.48
50,J. Cole,4 Your Eyez Only,Immortal,6AGON2BGdPmPMJGiiNuuwl,0.744,0.43,3,-10.604,0,0.309,2.73e-06,0.126,0.266,92.039,201667,4,0.455,65.0,Black,201.667
51,J. Cole,4 Your Eyez Only,Neighbors,0utlOiJy2weVl9WTkcEWHy,0.898,0.283,6,-12.335,0,0.356,0.000383,0.11,0.469,138.97,216520,4,0.319,73.0,Black,216.52
52,Joey Bada$$,B4.DA.$$,Paper Trail$,5jNrszQHRIVKmS9Ptb63pe,0.548,0.829,1,-4.103,0,0.285,0,0.537,0.452,93.62,194739,4,0.339,13.0,Black,194.739
53,Joey Bada$$,Front & Center,Front & Center,21iL1HD3h5AXGdSZABFd8t,0.629,0.655,1,-8.212,1,0.355,0,0.818,0.546,106.319,183396,4,0.0111,0.0,Black,183.396
54,J. Cole,KOD,KOD,7yotKA30dwTKNEGomV9ZsI,0.823,0.783,0,-6.274,1,0.154,0,0.113,0.199,141.882,191437,4,0.21,70.0,Black,191.437
55,J. Cole,KOD,FRIENDS (feat. kiLL edward),6onwlDmIVKE8bBgyBRSuS0,0.715,0.652,6,-7.909,0,0.396,0,0.11,0.498,109.28,257646,5,0.101,57.0,Black,257.646
56,J. Cole,KOD,Window Pain - Outro,5Lgqu1th1KqlG97OF2gWGe,0.719,0.626,8,-9.351,1,0.397,0,0.0728,0.179,75.032,286730,4,0.0607,58.0,Black,286.73
57,J. Cole,KOD,1985 - Intro to “The Fall Off”,7EulRO07ZgchxqKUHb8Pvc,0.679,0.648,2,-5.892,1,0.445,0,0.182,0.635,94.378,190177,4,0.145,65.0,Black,190.177
58,A$AP Rocky,TESTING,Tony Tone,52eYVUkFTOVozbVFIaFrnV,0.512,0.783,1,-4.013,1,0.269,0,0.0831,0.33,69.88,208373,4,0.139,61.0,Black,208.373
59,Pusha T,DAYTONA,The Games We Play,7iEoaTyBCqLaAwJnOP1BTn,0.694,0.796,5,-3.696,1,0.198,0.0163,0.096,0.592,78.033,166120,4,0.0713,61.0,Black,166.12
60,Pusha T,DAYTONA,What Would Meek Do?,5vnuJ8EopkP5dHukpOmT3L,0.678,0.636,1,-3.155,1,0.0782,8.38e-06,0.177,0.0636,83.071,153267,4,0.0064,53.0,Black,153.267
61,Pusha T,DAYTONA,Infrared,6cpsixIHI63L0hwh3CwZg3,0.674,0.578,10,-8.768,0,0.298,0.0055,0.72,0.163,112.265,170240,5,0.0518,49.0,Black,170.24
62,Pusha T,My Name Is My Name,Nosetalgia,5c7yH6ivcTqyHcMkHWTiFY,0.574,0.795,5,-3.919,1,0.318,0,0.132,0.723,80.975,216053,4,0.0257,0.0,Black,216.053
63,Pusha T,King Push – Darkest Before Dawn: The Prelude,Untouchable,4AHZRMJCpscmxygCNtC2Qq,0.529,0.746,8,-4.463,1,0.304,1.6e-05,0.0947,0.608,83.354,189893,4,0.22,48.0,Black,189.893
64,Pusha T,King Push – Darkest Before Dawn: The Prelude,Got Em Covered,2dyhNwlwm8Uo0aOvp5hW3K,0.6,0.725,1,-6.667,1,0.401,0.000212,0.106,0.678,200.787,195773,4,0.21,31.0,Black,195.773
65,Pusha T,King Push – Darkest Before Dawn: The Prelude,Keep Dealing,2FIoph70SOhRNuhTaiJrKp,0.525,0.966,10,-5.429,0,0.436,0,0.238,0.445,83.645,251480,4,0.000692,35.0,Black,251.48
66,Drake,Scorpion,Talk Up,3Yw09dj3cTXsAzlLjgBfIP,0.759,0.479,11,-10.65,1,0.186,5.3e-06,0.302,0.347,140.089,195813,4,0.0039,0.0,Black,195.813
67,"Tyler, The Creator",435,435,5xJeZ6tLPOXNIrrphEIuay,0.539,0.804,10,-5.504,0,0.172,0.000185,0.463,0.798,85.752,93840,4,0.00247,54.0,Black,93.84
68,Travis Scott,ASTROWORLD,STARGAZING,7wBJfHzpfI3032CSD7CE2m,0.487,0.789,8,-3.69,1,0.044,4.05e-06,0.189,0.0564,150.007,270715,4,0.00947,77.0,Black,270.715
69,Travis Scott,ASTROWORLD,STOP TRYING TO BE GOD,1xYpVRspgaLxdJLOTQkTjg,0.588,0.567,4,-3.738,0,0.0628,0,0.135,0.113,150.009,338438,4,0.221,70.0,Black,338.438
70,Travis Scott,ASTROWORLD,5% TINT,11kDth1aKUEUMq9r1pqyds,0.712,0.481,4,-5.415,0,0.0487,0,0.241,0.062,140.0,196138,4,0.173,79.0,Black,196.138
71,Travis Scott,ASTROWORLD,NC-17,6BJbOXDlgVAXSaq6wYFYT2,0.804,0.763,2,-5.48,1,0.0519,0,0.368,0.0585,136.052,156886,4,0.0678,66.0,Black,156.886
72,Travis Scott,ASTROWORLD,CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,0.702,0.708,10,-5.366,0,0.0547,0,0.118,0.713,147.98,198408,4,0.201,77.0,Black,198.408
73,Logic,Bobby Tarantino,44 Bars,4s2BWgnSQ9NZiOQM4PP4HB,0.728,0.628,6,-8.83,0,0.319,0,0.198,0.313,94.128,182267,4,0.351,62.0,Black,182.267
74,Skizzy Mars,Alone Together,Alcoholics,2lDthrz5QCx33vIHVE4BAh,0.468,0.763,2,-6.267,1,0.35,6.52e-05,0.496,0.518,104.694,223838,4,0.134,42.0,Black,223.838
75,Maxo Kream,#Maxo187,Cell Boomin,2HX1f7OxMgGHa44IMSAEx5,0.648,0.445,8,-11.196,0,0.456,0.0018,0.084,0.306,168.177,240000,3,0.0321,42.0,Black,240.0
76,Logic,Bobby Tarantino,Deeper Than Money,6pK86Tx0QqX0E64mKuDB5Q,0.581,0.886,8,-4.267,0,0.266,0,0.101,0.89,90.109,257640,4,0.158,45.0,Black,257.64
77,Tdot illdude,Don't Knock On My Door,Don't Knock On My Door,0MIpa4KMqDwigRcMi8uXdD,0.767,0.554,1,-5.173,0,0.0522,0.000243,0.117,0.41,143.993,216667,4,0.0492,0.0,Black,216.667
78,Wale,Fish N Grits (feat. Travis Scott),Fish N Grits (feat. Travis Scott),1Udn6iwy5SH5siTpzduvQB,0.894,0.54,4,-6.766,0,0.151,0,0.11,0.24,135.05,177827,4,0.0344,39.0,Black,177.827
79,Travis Scott,Birds In The Trap Sing McKnight,goosebumps,6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0,0.149,0.43,130.049,243837,4,0.0847,86.0,Black,243.837
80,Migos,Culture,Kelly Price (feat. Travis Scott),204U3zjm9kkzX25Pr4Rdld,0.745,0.685,4,-5.7,0,0.0313,0,0.176,0.437,121.977,363934,4,0.53,63.0,Black,363.934
81,Rejjie Snow,Crooked Cops (feat. Tish Hyman),Crooked Cops (feat. Tish Hyman),52iX1TsiWYgfdvUsJvgLDv,0.66,0.762,6,-4.997,1,0.304,7.55e-06,0.0958,0.486,137.407,227547,4,0.0377,0.0,Black,227.547
82,Earl Sweatshirt,Doris,Chum,6plT7nFGiXKSBP9HFSI4ef,0.51,0.503,10,-8.756,0,0.242,0.002,0.108,0.193,153.582,243773,4,0.0216,64.0,Black,243.773
83,Metro Boomin,NOT ALL HEROES WEAR CAPES,Space Cadet (feat. Gunna),5gub2bpJRgJP4m4MliqtdV,0.901,0.464,5,-9.789,0,0.0645,1.71e-05,0.238,0.638,109.004,203267,4,0.368,0.0,Black,203.267
84,Metro Boomin,NOT ALL HEROES WEAR CAPES,Overdue (with Travis Scott),2mYDDUkBcgFNBqkWctyyuc,0.638,0.4,11,-11.212,0,0.0425,0.000133,0.334,0.495,150.133,166093,4,0.733,0.0,Black,166.093
85,Saba,CARE FOR ME,CALLIGRAPHY,7LBdv0ek7Tj2s0bgxmlrC6,0.713,0.533,3,-9.713,0,0.315,0.000947,0.111,0.306,73.973,184250,4,0.732,56.0,Black,184.25
86,JID,DiCaprio 2,Westbrook (with A$AP Ferg),4Qj8gCa5dnj86sL0WIKdfa,0.621,0.779,1,-4.354,1,0.406,0,0.0479,0.432,90.722,237297,3,0.0454,0.0,Black,237.297
87,JID,DiCaprio 2,Slick Talk,2UfFqfSYANBBKa7uJPFyzK,0.512,0.881,7,-5.102,1,0.417,0,0.269,0.446,77.511,269703,4,0.0384,0.0,Black,269.703
88,JID,DiCaprio 2,Just Da Other Day,2wqJI08gxFkHAJbCiqtfFz,0.821,0.529,1,-6.924,1,0.18,1.73e-06,0.162,0.0622,98.555,229045,4,0.0904,0.0,Black,229.045
89,JID,DiCaprio 2,Hasta Luego - Bonus,2Dfp40ZQAJWYhL2EGd4tSP,0.769,0.505,11,-6.882,0,0.252,0.000106,0.107,0.297,140.063,221206,4,0.0359,0.0,Black,221.206
90,VIC MENSA,The Autobiography,OMG,0WjzD1b6BSkRwmjsx3Iedk,0.547,0.7,11,-5.542,0,0.179,0,0.127,0.18,85.043,231520,4,0.0024,41.0,Black,231.52
91,Metro Boomin,No Complaints,No Complaints,6kig1UFggPUyZBCvXD3Wod,0.913,0.498,2,-10.742,1,0.165,0.0369,0.0799,0.217,123.975,261733,4,0.0829,1.0,Black,261.733
92,Vince Staples,Summertime '06,Norf Norf,4uQ7wYsuL0DryknoDc11Hk,0.925,0.549,7,-6.572,1,0.0656,0.000154,0.11,0.0904,100.014,183160,4,0.396,67.0,Black,183.16
93,JID,DiCaprio 2,Hot Box (feat. Method Man & Joey Bada$$),37FFOyjlneevUqyT1RWPVU,0.744,0.697,7,-8.068,1,0.368,0,0.0747,0.64,79.202,291808,4,0.494,0.0,Black,291.808
94,KIDS SEE GHOSTS,KIDS SEE GHOSTS,4th Dimension,6JyEh4kl9DLwmSAoNDRn5b,0.765,0.542,1,-6.755,1,0.39,1.87e-05,0.609,0.734,171.945,153351,4,0.278,69.0,Black,153.351
95,A$AP Rocky,TESTING,Gunz N Butter (feat. Juicy J),5N521RK66Z1FP0Oz6B4OlT,0.852,0.632,11,-8.08,0,0.43,0,0.142,0.715,140.489,213573,4,0.606,59.0,Black,213.573
96,Jay Rock,90059,Vice City (feat. Black Hippy),2SIdGJTWirTxRNEyCp9ocI,0.844,0.553,8,-7.284,0,0.356,1.32e-06,0.0816,0.511,114.939,283752,4,0.156,55.0,Black,283.752
97,Pusha T,King Push – Darkest Before Dawn: The Prelude,M.P.A.,09W3YKEDiMFsX7QxWJm2zX,0.518,0.619,2,-9.241,0,0.456,0,0.313,0.334,168.591,285773,4,0.313,47.0,Black,285.773
98,Mike WiLL Made-It,The Mantra,"The Mantra - From ""Creed II: The Album""",7mVHy2E0yV3oTnV0OR5uMf,0.703,0.706,9,-3.797,0,0.109,0,0.171,0.43,154.985,252384,4,0.268,43.0,Black,252.384
99,J. Cole,MIDDLE CHILD,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,8,-11.713,1,0.276,0,0.271,0.463,123.984,213594,4,0.149,81.0,Black,213.594
