,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,acousticness,popularity,playlist_name,duration_s
21,Shiloh Dynasty,Love Is the Same as Sadness,Dance with Me,55rn9bs7vZBsEK4Y4URraH,0.593,0.275,6,-15.25,0,0.0638,0.0115,0.108,0.363,114.82,87411,4,0.816,74.0,idk.,87.411
22,Lil Peep,Star Shopping,Star Shopping,30bqVoKjX479ab90a8Pafp,0.585,0.471,4,-9.934,0,0.0616,0.0184,0.115,0.323,93.099,142000,4,0.0967,84.0,idk.,142.0
23,X Lovers,Haunt You (feat. chloe moriondo),Haunt You (feat. chloe moriondo),3vgf7gtRKDFNqFRJm7nA0m,0.566,0.532,3,-7.641,1,0.0374,0.0,0.54,0.497,100.778,167037,4,0.549,50.0,idk.,167.037
24,Rex Orange County,Pony,Pluto Projector,4EWBhKf1fOFnyMtUzACXEc,0.379,0.219,5,-11.196,1,0.0307,0.000691,0.118,0.188,79.786,267520,4,0.707,79.0,idk.,267.52
25,Powfu,some boring love stories pt 5,the fire in your eyes keeps me warm,076YCyUBs1GlrzAmOsZkFU,0.83,0.598,0,-6.312,1,0.0627,0.0,0.0897,0.415,122.974,193171,4,0.821,54.0,idk.,193.171
26,Sky McCreery,Insane,Insane,3mLFCocZgUvih60frphM6l,0.806,0.405,6,-11.277,0,0.0727,0.0915,0.104,0.329,119.961,166390,4,0.508,49.0,idk.,166.39
27,Sofia Mills,Coffee Breath,Coffee Breath,28TkNtKHx6UnOZuoyv3Jzv,0.866,0.211,11,-12.676,0,0.0404,0.0,0.0987,0.198,101.295,163902,4,0.974,73.0,idk.,163.902
28,Josh Golden,Violets,Violets,25ndwd0OLtkQLkFBaS9RjT,0.572,0.631,9,-6.152,0,0.0701,0.0,0.451,0.546,95.09,115263,4,0.638,56.0,idk.,115.263
29,keshi,drunk,drunk,3KkVd7Xg0jCAZSOatzQ6Td,0.716,0.388,4,-8.433,1,0.0348,0.0,0.0929,0.306,105.086,226772,4,0.744,0.0,idk.,226.772
30,Powfu,the way that you see me (feat. Ayleen Valentine),the way that you see me (feat. Ayleen Valentine),5O6QAX1oI4iktfXP8HAmgi,0.548,0.341,0,-11.667,0,0.397,0.0,0.121,0.34,71.573,182417,4,0.708,62.0,idk.,182.417
31,Tucker Rivera,West Coast City,West Coast City,5AmzmWV5W2cGE3pHesHMmS,0.607,0.199,10,-17.95,1,0.0644,0.000876,0.146,0.11,139.835,195429,4,0.902,51.0,idk.,195.429
32,Sara Kays,Home for the Summer,Home for the Summer,6zHP0OCcZYtxumAqmRuIXk,0.682,0.531,4,-9.865,1,0.0466,0.000266,0.102,0.407,126.981,155272,4,0.785,0.0,idk.,155.272
33,Thomas Reid,Forever Misunderstood,"Falling Asleep in Your Arms, Dreading the Sunrise",7m18m0pH4WEFqOeUKrxZkw,0.809,0.333,9,-10.743,1,0.0687,0.024,0.378,0.213,127.003,154959,4,0.434,51.0,idk.,154.959
34,DBMK,Jump in The Dark,City,5TK9UrM3qEiBQ3il3SJNVq,0.437,0.243,7,-10.577,1,0.0281,1.62e-06,0.112,0.142,144.164,166542,4,0.851,48.0,idk.,166.542
35,mehro,lightning,lightning,58mYapf9OjU4waibyphRhP,0.602,0.528,3,-7.709,0,0.0304,4.1e-06,0.129,0.322,149.951,188683,4,0.849,49.0,idk.,188.683
36,Sody,is your bedroom ceiling bored? (feat. Rxseboy) [Fudasca Remix],is your bedroom ceiling bored? (feat. Rxseboy) - Fudasca Remix,3XwEo4mEovAVPd3cNUN4Dy,0.521,0.347,6,-12.716,1,0.164,0.0,0.091,0.198,123.996,191119,4,0.463,50.0,idk.,191.119
37,Roiael,Looking at the Sky With You,Looking at the Sky With You,5AZVD9IcEuNG2Enr4ReoTG,0.641,0.619,8,-7.271,1,0.0738,0.0438,0.106,0.354,147.919,142703,4,0.65,0.0,idk.,142.703
38,bülow,Lost,Lost,3WPYHZy8f7KIS5fVTUmliT,0.71,0.258,3,-10.632,1,0.034,0.000323,0.0998,0.337,112.922,237876,4,0.84,53.0,idk.,237.876
39,yaeow,I Need U,I Need U,5lbdxt9C6rsELTimTkyMn8,0.402,0.405,9,-12.486,1,0.0713,0.0167,0.155,0.072,84.873,142588,4,0.513,0.0,idk.,142.588
40,Era,Tell Me,Tell Me,0WUEI3wb6ei1gRvCJChfxA,0.496,0.258,3,-10.709,1,0.0465,7.2e-05,0.323,0.24,117.654,229158,3,0.878,50.0,idk.,229.158
41,Sista Prod,"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)","Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",4V7xZ1AiCLwFbNMNc4Gj1f,0.702,0.616,6,-4.903,1,0.326,0.0,0.145,0.507,80.482,156188,4,0.686,0.0,idk.,156.188
42,Conan Gray,Sunset Season,Lookalike,4K3gM7kzX4POAfrs71HomN,0.434,0.302,10,-10.117,1,0.0378,7.63e-06,0.149,0.173,121.645,220867,4,0.766,71.0,idk.,220.867
43,Snøw,summer nights,summer nights,1YUWrIxYwmcrp30xtA9ZQ8,0.504,0.518,6,-7.62,1,0.0374,0.0,0.396,0.346,145.093,172138,4,0.236,0.0,idk.,172.138
44,Angus Maude,Orange Hoodie,Orange Hoodie,7zznnb4017w7BwU5tMiBi9,0.721,0.149,3,-9.041,1,0.041,0.0,0.0977,0.306,109.794,179427,4,0.848,40.0,idk.,179.427
45,benny blanco,FRIENDS KEEP SECRETS 2,Care (with Omar Apollo),296wnQ0NPmj0hwpdhICSRy,0.618,0.215,2,-12.8,1,0.04,0.00962,0.109,0.214,90.004,290466,4,0.759,47.0,idk.,290.466
46,yaeow,Worn Out Heart,Do You Ever Think of Me?,3UsCeel9NuKKmpls5B4osK,0.771,0.253,1,-13.368,1,0.182,0.0,0.0627,0.662,129.944,125538,4,0.7,55.0,idk.,125.538
47,Powfu,stay4ever (feat. Mounika.),stay4ever (feat. Mounika.),2KX7ZC9JL8BAeFnCrcVRHE,0.387,0.375,3,-9.172,1,0.273,0.000154,0.109,0.418,73.045,140720,4,0.822,54.0,idk.,140.72
48,Julia Alexa,everything i couldn't be,everything i couldn't be,0Fzt24jmCa6G0ED7pW3IM1,0.674,0.266,10,-15.74,0,0.0492,0.000669,0.108,0.194,120.046,130052,4,0.928,59.0,idk.,130.052
49,Tommy Lefroy,Shoot,Shoot,6UoWQZQch4z3T1sLcvglrM,0.361,0.172,7,-15.245,1,0.0356,0.168,0.132,0.15,177.118,157801,3,0.874,52.0,idk.,157.801
50,"nothing,nowhere.",Trauma Factory,upside down,4co218tAwJM5xQrczWhkZk,0.7,0.696,1,-6.513,1,0.0328,0.0379,0.1,0.336,124.002,187274,4,0.16,56.0,idk.,187.274
51,Thomas Reid,Are You Okay?,Are You Okay?,2U8tH2LXMh5EQvI6oBhSHJ,0.798,0.613,6,-9.037,1,0.204,0.0,0.762,0.229,97.013,220396,4,0.363,63.0,idk.,220.396
52,Post Malone,Stoney (Deluxe),Feeling Whitney,35r28RDot7nPE7y9K9H7l0,0.412,0.227,0,-12.696,1,0.0359,4.69e-06,0.282,0.226,80.111,257267,4,0.787,77.0,idk.,257.267
53,Alann8h,Burger King Bathroom,Burger King Bathroom,4eGwQiJNa2zboopOEOvXjf,0.511,0.234,6,-11.048,1,0.0375,0.0,0.078,0.463,79.186,148663,4,0.835,38.0,idk.,148.663
54,marinelli,OH GOD,OH GOD,5jRsnHqasY3MPLsZq76KiO,0.458,0.399,11,-6.656,0,0.183,0.0,0.124,0.607,131.794,132323,4,0.633,47.0,idk.,132.323
55,yaeow,how to live,how to live,1DiOSZ8PpnmwgriDH0RNQd,0.611,0.311,0,-12.199,1,0.0382,0.00409,0.111,0.194,100.092,146400,4,0.904,56.0,idk.,146.4
56,Yaiko Kaori,Maybe i'm alone,Maybe i'm alone,1uwl2FmnR4ux7sMkxDJ4xH,0.5,0.322,6,-15.58,0,0.361,0.555,0.648,0.263,158.708,141000,4,0.764,0.0,idk.,141.0
57,Isaac Dunbar,isaac's insects,suicide,0AXgLaqOI5w3uLXh4YOsIJ,0.593,0.479,2,-9.31,1,0.0335,0.609,0.142,0.256,97.017,257000,4,0.769,57.0,idk.,257.0
58,diveliner,basketball,basketball,5EdmaSUzXzlOcCc44Jo206,0.388,0.449,1,-9.114,1,0.236,0.0,0.214,0.262,180.181,141333,4,0.668,50.0,idk.,141.333
59,Forrest Nolan,Second Base,Second Base,0krnQme22s9WqbuUq940fg,0.562,0.257,6,-12.937,1,0.0965,0.0,0.218,0.285,81.322,157930,4,0.882,47.0,idk.,157.93
60,Olivia Rodrigo,SOUR,hope ur ok,1zejeOnykpCoyVSit6Bwp3,0.443,0.298,0,-12.181,1,0.0644,1e-05,0.103,0.172,77.253,209560,4,0.388,78.0,idk.,209.56
61,Jess Benko,"Do You Love Me, or Are You Just Lonely?",A Soulmate Who Wasn’t Meant to Be,0gOz9JUXsaKVzLTSmFDtdo,0.571,0.0274,9,-20.274,0,0.0649,6.43e-06,0.322,0.087,124.209,316556,3,0.948,72.0,idk.,316.556
62,brakence,fuckboy,fuckboy,7bHPn0RHLGSuR4PWiLsMiR,0.726,0.61,8,-7.784,0,0.246,0.0,0.144,0.799,146.882,157903,4,0.373,48.0,idk.,157.903
63,Ritt Momney,Not Around,Not Around,1y1RZ1WceXGSr0X7Q6mG0M,0.372,0.43,7,-6.008,0,0.0298,0.000687,0.321,0.555,99.419,160200,3,0.859,49.0,idk.,160.2
64,yaeow,far away from here,far away from here,7nnpU2iHbi2k23GNPJMKUM,0.663,0.237,10,-15.844,0,0.0506,0.304,0.0788,0.236,74.97,132800,4,0.892,0.0,idk.,132.8
65,Cavetown,Ur Gonna Wish U Believed Me,Ur Gonna Wish U Believed Me,3f9Xt5Bcu1QooplxlTPEtb,0.568,0.453,4,-7.453,1,0.0258,0.0224,0.135,0.224,134.996,271420,4,0.626,55.0,idk.,271.42
66,Jack Gray,Selfish,Selfish,3fTd1AN7VM33g7OElNPJGb,0.645,0.327,5,-11.015,1,0.0567,0.0,0.212,0.455,95.004,177899,4,0.951,48.0,idk.,177.899
67,Lontalius,Someone Will Be There For You,I Walked Right Into It,5maC2QGPrm1E4WYMwwpDj7,0.413,0.258,9,-11.946,1,0.0286,0.0345,0.0969,0.24,131.371,298312,4,0.69,38.0,idk.,298.312
68,sadeyes,don't cry,don't cry,2tB9EXMGGzvRdxxwyzIJCC,0.789,0.685,9,-10.596,1,0.914,0.0,0.0843,0.533,160.04,138008,4,0.635,60.0,idk.,138.008
69,yaeow,To Make It Right,To Make It Right,5e6fMSlENiMCn2yjxLHaw8,0.523,0.325,2,-14.126,1,0.0707,0.00444,0.0992,0.0794,149.488,118400,4,0.537,0.0,idk.,118.4
70,Olivia Rodrigo,SOUR,"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg,0.473,0.203,2,-12.627,1,0.102,0.0,0.126,0.419,168.884,163587,4,0.941,80.0,idk.,163.587
71,Sky McCreery,If You Leave,If You Leave,6vOasXD4uE6zEPgcXD86Tq,0.562,0.0832,6,-14.119,0,0.0688,0.000341,0.241,0.0624,134.462,160007,3,0.906,0.0,idk.,160.007
72,SadBoyProlific,Dead and Cold,Dead and Cold,1A43TfohQt3H6K5zg28ExD,0.793,0.441,2,-10.297,0,0.579,0.0,0.111,0.753,74.746,89652,4,0.867,70.0,idk.,89.652
73,Sally Boy,just friends now,just friends now,7s0rwBRkSicawdu4SV0X3v,0.801,0.221,11,-11.015,0,0.0555,0.0,0.166,0.594,139.911,98639,4,0.796,38.0,idk.,98.639
74,Aidan,all i want is you,all i want is you,6IBJR6RxxAc9wfJjDaYJoJ,0.628,0.42,3,-13.711,1,0.0301,0.00663,0.221,0.659,119.925,132021,4,0.736,48.0,idk.,132.021
75,Leo Bhanji,Heathers,Heathers,182cdDTn18w690fru2aXvp,0.72,0.628,11,-7.126,0,0.195,0.000502,0.122,0.499,81.006,157668,4,0.866,36.0,idk.,157.668
76,Tate McRae,you broke me first,you broke me first,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,4,-9.389,1,0.05,0.0,0.0906,0.0823,124.148,169266,4,0.785,87.0,idk.,169.266
77,Dylan Fraser,Losing Sleep,Losing Sleep,6NBP6H1F1L5THU7DFoCNgU,0.636,0.563,9,-5.809,1,0.0302,0.000244,0.115,0.539,144.924,222885,4,0.587,42.0,idk.,222.885
78,yaeow,I'm Just a Ghost,I'm Just a Ghost,1pVOzdVV02VudQS4VKHoUO,0.426,0.238,4,-19.704,1,0.113,0.608,0.357,0.249,109.78,181091,4,0.905,0.0,idk.,181.091
79,Troye Sivan,could cry just thinkin about you (Full Version),could cry just thinkin about you,3H7oAhHxkEkSf9iomv2mbG,0.515,0.323,6,-11.05,1,0.0429,0.0,0.106,0.188,147.972,158001,4,0.318,68.0,idk.,158.001
80,Jimi Somewhere,Nothing Gold Can Stay,"Tears, 2016",1BisD4JGmDWFPbSJz25j3V,0.217,0.219,1,-11.193,0,0.0318,0.000386,0.11,0.0577,92.085,304500,4,0.69,36.0,idk.,304.5
81,Oliver Malcolm,Outside,Outside,0YCCXfwkqezFE8sjRoaKmi,0.754,0.388,6,-9.741,0,0.0787,0.0,0.504,0.638,76.798,138000,4,0.769,44.0,idk.,138.0
82,Healy,Tungsten,Everything's Fine,1hQM22L8FSThJB5drLpfQs,0.676,0.402,1,-9.305,1,0.0459,0.425,0.235,0.335,121.909,232131,4,0.745,46.0,idk.,232.131
83,Gracie Abrams,minor,"I miss you, I’m sorry",4nyF5lmSziBAt7ESAUjpbx,0.445,0.455,7,-6.405,1,0.0575,1.47e-06,0.124,0.151,109.885,167538,5,0.731,73.0,idk.,167.538
84,yaeow,One More Time,One More Time,6SOjqqblrBD2PprPuav43M,0.623,0.242,10,-15.055,1,0.0698,0.000745,0.208,0.191,129.907,151385,4,0.877,53.0,idk.,151.385
85,John MacLane,Leaves,Leaves,0PP2siOtzEjx8eACGM0QLf,0.813,0.357,7,-13.636,1,0.0917,0.886,0.142,0.616,80.972,151482,4,0.841,33.0,idk.,151.482
86,Jack Kays,MY HEAD :(,MY HEAD :(,13Qe9Ad3zLm58cIb9n4YtG,0.942,0.439,0,-8.519,1,0.0864,0.0,0.107,0.231,125.018,92160,4,0.346,53.0,idk.,92.16
87,Snøw,You Don't Want Me Anymore,You Don't Want Me Anymore,0K4gxQ2u3545b0GAu85ObO,0.685,0.23,0,-12.525,0,0.0388,0.000971,0.101,0.0417,96.085,165000,4,0.367,70.0,idk.,165.0
88,the bootleg boy,i still think of you,i still think of you,7BrbGr8S8rjrnlGLqtfFwA,0.575,0.193,2,-15.494,1,0.179,0.0443,0.156,0.308,118.589,125052,4,0.951,55.0,idk.,125.052
89,loyalties,Second Place,Second Place,5vO71tywH4g5RnxVcRWGLz,0.652,0.218,6,-16.49,0,0.0393,0.00139,0.109,0.22,127.794,128731,4,0.868,40.0,idk.,128.731
90,EKKSTACY,in love,in love,0jcDwzxkfzdRHLiVHiRQII,0.323,0.162,1,-12.661,1,0.0348,0.000963,0.104,0.143,67.408,152933,3,0.925,55.0,idk.,152.933
91,yaeow,Behind the Clouds,Behind the Clouds,6l8mSWXw3Jy7TvM0r8W6LR,0.579,0.109,3,-16.129,1,0.0379,0.0344,0.108,0.276,134.98,160000,4,0.938,52.0,idk.,160.0
92,brakence,punk2,dropout,6BI0Na9AtisZ3PpkPqEeXk,0.752,0.273,1,-11.269,1,0.138,0.0,0.155,0.629,141.039,200923,4,0.445,0.0,idk.,200.923
93,Verzache,The Loser,The Loser,0yTGQpPOgcsS8Xqp5bQO58,0.748,0.297,1,-10.613,1,0.132,0.27,0.138,0.114,123.983,131587,4,0.485,74.0,idk.,131.587
94,Kamal.,lose,lose,74NGwGnDUHnsHWM54qAEqV,0.406,0.196,2,-13.202,1,0.0347,0.0,0.119,0.107,127.719,176367,4,0.689,44.0,idk.,176.367
95,Ryan Woods,There’s No Insurance For a Broken Heart,There’s No Insurance For a Broken Heart,24vHN1HCkhlQ0t29PTmagg,0.676,0.469,9,-9.428,1,0.0604,0.0,0.15,0.312,128.079,203526,3,0.734,37.0,idk.,203.526
96,tøm hughes,Did You?,Did You?,2AdOnjGkvA9w87SHnrlRGC,0.8,0.144,2,-17.291,1,0.0655,0.351,0.107,0.318,85.969,106764,4,0.904,43.0,idk.,106.764
97,yaeow,Town I Called My Home,Town I Called My Home,0omwXDRLUssZ7fgl9vkL4m,0.554,0.295,0,-13.619,1,0.098,0.541,0.103,0.206,200.144,139200,4,0.816,0.0,idk.,139.2
98,Matt Maltese,As the World Caves In,As the World Caves In,4JE6agBLHGA5TaF6FlqfBD,0.331,0.45,10,-5.362,1,0.034,0.00464,0.22,0.18,123.829,218755,4,0.365,77.0,idk.,218.755
99,Rnla,Try to Be Better (Again),Try to Be Better (Again),6uPSExSu4Xt7HrtJRR1a2P,0.619,0.358,11,-12.621,1,0.0465,0.642,0.101,0.129,126.119,140982,4,0.956,54.0,idk.,140.982
